Month (YYYY-MM),Total (Â£),Relevant URLs (space separated)
2017-01,34856348.36,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_201617_-_p10.csv https://www.london.gov.uk/sites/default/files/mayors_ps250_report_2016-17_p11_combined_csv.csv
2017-02,33706866.80,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_ps250_report_2016-17_p11_combined_csv.csv
2017-03,75188199.37,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2016-17_-_p13_-_combined.csv
2017-04,53534799.98,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p01_-_combined.csv
2017-05,91879225.79,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p02_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p03_-_combined.csv
2017-06,93862015.34,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p03_-_combined.csv https://www.london.gov.uk/sites/default/files/period_4_250_csv.csv
2017-07,23376394.71,https://www.london.gov.uk/sites/default/files/p5_mayors_ps250_report_csv_file.csv https://www.london.gov.uk/sites/default/files/period_4_250_csv.csv
2017-08,9105408.18,https://www.london.gov.uk/sites/default/files/p5_mayors_ps250_report_csv_file.csv
2017-09,7099549.38,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p07.csv
2017-10,25984861.42,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p07.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p08_-_combined.csv
2017-11,70367287.42,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p08_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p09_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_ps250_report_2016-17_p11_combined_csv.csv
2017-12,98287471.56,https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p09_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p10_-_combined_final_0.csv
2018-01,83784646.26,https://www.london.gov.uk/sites/default/files/mayors-250-report-2017-18-p11.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p09_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors_250_report_-_2017-18_-_p10_-_combined_final_0.csv
2018-02,106066554.16,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2017-18_-_p12_-_combined_final.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2017-18-p11.csv
2018-03,156601750.94,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2017-18_-_p12_-_combined_final.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2017-18-p13-combined-final.csv
2018-04,164992614.65,https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p01-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p02-combined.csv
2018-05,113379257.57,https://www.london.gov.uk/sites/default/files/05-mayors-250-report-2018-19-p03-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p02-combined.csv
2018-06,25179397.95,https://www.london.gov.uk/sites/default/files/05-mayors-250-report-2018-19-p03-combined.csv https://www.london.gov.uk/sites/default/files/05-mayors-250-report-2018-19-p04-combined.csv
2018-07,88279971.66,https://www.london.gov.uk/sites/default/files/05-mayors-250-report-2018-19-p04-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p05-combined.csv
2018-08,74490032.85,https://www.london.gov.uk/sites/default/files/mayor-250-report-2018-19-p06-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p05-combined.csv
2018-09,28554455.02,https://www.london.gov.uk/sites/default/files/mayor-250-report-2018-19-p06-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p07.csv
2018-10,36457465.59,https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p07.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p08-combined.csv
2018-11,64407719.93,https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p08-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p09-combined.csv
2018-12,97953103.60,https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p09-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p10-combined.csv
2019-01,100074000.71,https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p10-combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p11-combined.csv
2019-02,45488574.30,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2018-19_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/mayors-250-report-2018-19-p11-combined.csv
2019-03,268206361.57,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2018-19_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2018-19_-_p13_-_combined.csv
2019-04,84575053.92,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p1_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p2_-_combined_0.csv
2019-05,33777379.98,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p2_-_combined_0.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p3_-_combined.csv
2019-06,29585611.03,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p3_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p4_-_combined.csv
2019-07,30159693.84,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p4_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p5_-_combined.csv
2019-08,56398255.48,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p5_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2019-20_-_p6_-_combined_0.csv
2019-09,65679839.26,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2019-20_-_p6_-_combined_0.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2019-20_-_p7_-_combined_1.csv
2019-10,101833946.26,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p08_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2019-20_-_p7_-_combined_1.csv
2019-11,57267529.35,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p08_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p09_-_combined.csv
2019-12,323293627.63,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p09_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p10_-_combined.csv
2020-01,125723724.17,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p10_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p11_-_combined_0.csv
2020-02,85801304.06,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p12_-_combined.csv
2020-03,383228014.83,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2019-20_-_p13_-_combined.csv
2020-04,151469274.32,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p1_-_combined_0.csv
2020-05,64273132.13,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p1_-_combined_0.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p2_-_combined.csv
2020-06,53747872.34,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p3_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p4_-_combined.csv
2020-07,78548824.54,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p4_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p5_-_combined.csv
2020-08,129350920.32,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p5_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p6_-_combined.csv
2020-09,83870904.03,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p6_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p7_-_combined.csv
2020-10,149498274.30,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p7_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p8_-_combined.csv
2020-11,71120591.81,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p8_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p9_-_combined.csv
2020-12,153395193.46,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p10_-_combined_v2.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p9_-_combined.csv
2021-01,109884680.60,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p10_-_combined_v2.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p11_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv
2021-02,74200016.45,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p11_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv
2021-03,274834151.83,https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/04._mayors_250_report_-_2020-21_-_p13_-_combined.csv
2021-04,467795298.46,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p1_-_combined.csv
2021-05,74086829.37,https://www.london.gov.uk/file/59807863 https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p1_-_combined.csv
2021-06,87487898.17,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p3_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p4_-_combined.csv
2021-07,73467081.78,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p4_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p5_-_combined.csv
2021-08,88536976.88,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p5_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p6_-_combined.csv
2021-09,74749553.90,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p6_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p7_-_combined_updated.csv
2021-10,79875526.55,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p7_-_combined_updated.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p8_-_combined.csv
2021-11,117191323.22,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p8_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p9_-_combined.csv
2021-12,173516529.05,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p10_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p9_-_combined.csv
2022-01,79543013.65,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p10_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p11_-_combined.csv
2022-02,129806976.69,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p11_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p12_-_combined.csv
2022-03,496244684.39,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p12_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2021-22_-_p13_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2022-23_-_p1_-_combined.csv
2022-04,251820535.84,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2022-23_-_p1_-_combined.csv
2022-05,107483518.99,https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2022-23_-_p1_-_combined.csv https://www.london.gov.uk/sites/default/files/05._mayors_250_report_-_2022-23_-_p2_-_combined.csv
